MA_100058g0010	AT4G32850
MA_1025429g0010	AT4G34190
MA_10338838g0010	AT1G75200
MA_10359695g0010	AT4G11400
MA_1036479g0010	AT4G34190
MA_10426590g0010	AT4G05150
MA_10428022g0010	AT1G12680
MA_10428247g0020	AT3G57120
MA_10428379g0010	AT1G06770
MA_10429806g0010	AT5G41180
MA_10431105g0010	AT3G16510
MA_10432037g0010	AT3G50950
MA_10433137g0010	AT5G05550
MA_10433260g0020	AT5G25570
MA_10434130g0010	AT5G50350
MA_10434951g0010	AT5G36100
MA_1154559g0010	AT4G37050
MA_117227g0010	AT1G78930
MA_138296g0010	AT4G39340
MA_141021g0010	AT2G47485
MA_157666g0010	AT5G33406
MA_165401g0010	AT1G12220
MA_18800g0020	AT2G28160
MA_192799g0010	AT4G38230
MA_203859g0010	AT1G59860
MA_258056g0010	AT2G23690
MA_27939g0010	AT4G30410
MA_30979g0010	AT3G22380
MA_3117g0010	AT1G06040
MA_336002g0010	AT5G35550
MA_3802273g0010	AT3G44480
MA_385928g0010	AT3G19660
MA_391059g0010	AT5G54770
MA_39829g0010	AT4G30880
MA_407022g0010	AT3G46670
MA_4379g0010	AT4G02715
MA_4409866g0010	AT3G51420
MA_486312g0010	AT5G49950
MA_50352g0010	AT4G33550
MA_513962g0010	AT4G23850
MA_52257g0010	AT2G15790
MA_5232462g0010	AT4G16280
MA_586g0010	AT1G01490
MA_6359089g0010	AT1G59600
MA_64284g0010	AT1G77230
MA_68883g0010	AT1G49000
MA_7330598g0010	AT2G22590
MA_737780g0010	AT4G02780
MA_824288g0010	AT5G55410
MA_84113g0010	AT4G39720
MA_84251g0010	AT1G10390
MA_87895g0010	AT4G32570
MA_9021g0010	AT3G57440
MA_9239704g0010	AT4G13030
MA_926192g0010	AT2G46410
MA_9495805g0010	AT1G01490
MA_954115g0010	AT5G66230
MA_95754g0010	AT2G37120
MA_958112g0020	AT3G61590
MA_96441g0010	AT1G06340
MA_9836g0010	AT4G25760
MA_100123g0020	AT4G33500
MA_10137323g0010	AT5G52210
MA_10255838g0010	AT1G29900
MA_10299264g0010	AT4G14690
MA_10314806g0020	AT3G17450
MA_10317664g0020	AT5G43830
MA_10327617g0020	AT2G32840
MA_10375021g0010	AT1G75510
MA_10379737g0010	AT3G14460
MA_10382688g0020	AT4G34020
MA_10394081g0010	AT4G37660
MA_10426024g0010	AT2G30105
MA_10426685g0010	AT1G74240
MA_10427497g0010	AT2G04390
MA_10430511g0020	AT4G29050
MA_10431238g0010	AT1G03220
MA_10431600g0010	AT3G19910
MA_10432124g0010	AT4G13330
MA_10432478g0020	AT1G19400
MA_10433707g0020	AT5G07280
MA_10437159g0030	AT4G34070
MA_108376g0010	AT3G18790
MA_111205g0010	AT4G26140
MA_119977g0010	AT1G60500
MA_12965g0020	AT4G32300
MA_136493g0010	AT5G42150
MA_148593g0010	AT3G28917
MA_160366g0010	AT3G52590
MA_167128g0010	AT1G09530
MA_174139g0010	AT5G60570
MA_178958g0010	AT3G26700
MA_18277g0020	AT2G35030
MA_183118g0010	AT3G13560
MA_183257g0010	AT4G19710
MA_196317g0010	AT3G18790
MA_229017g0010	AT4G29260
MA_23548g0010	AT3G02010
MA_247597g0010	AT4G34880
MA_288710g0010	AT5G59070
MA_294096g0010	AT5G67360
MA_33437g0020	AT2G02520
MA_3413240g0010	AT2G15580
MA_347547g0010	AT2G45660
MA_3697513g0010	AT4G18250
MA_38411g0010	AT3G11600
MA_39142g0010	AT3G26700
MA_3986896g0010	AT2G31050
MA_41677g0010	AT1G66150
MA_41933g0020	AT4G02600
MA_424231g0010	AT4G12010
MA_433610g0010	AT1G61190
MA_45744g0010	AT5G53350
MA_4650765g0010	AT3G08010
MA_4761105g0010	AT2G23690
MA_48204g0010	AT5G01010
MA_486716g0010	AT3G08800
MA_4890473g0010	AT3G11080
MA_494813g0010	AT2G32220
MA_5230966g0010	AT4G01130
MA_5273g0010	AT1G49950
MA_528g0020	AT1G64580
MA_5403233g0010	AT4G26050
MA_54150g0010	AT1G21910
MA_54199g0010	AT3G18790
MA_5438176g0010	AT3G04220
MA_602118g0010	AT1G73040
MA_6136648g0010	AT1G67110
MA_628622g0010	AT3G53570
MA_650829g0010	AT3G11980
MA_67485g0010	AT5G19740
MA_6875111g0010	AT5G12320
MA_703664g0010	AT1G08190
MA_708941g0010	AT5G15180
MA_7216094g0010	AT1G37130
MA_7362g0030	AT1G76490
MA_761432g0010	AT5G06730
MA_76350g0010	AT1G48590
MA_764231g0010	AT1G72510
MA_7718948g0010	AT1G16670
MA_78950g0020	AT2G45510
MA_8251018g0010	AT1G71250
MA_8652836g0010	AT2G37770
MA_8808640g0010	AT3G20830
MA_8831750g0010	AT3G47110
MA_8867948g0010	AT5G16650
MA_890390g0010	AT2G24762
MA_8967171g0010	AT4G21650
MA_9001515g0010	AT1G11050
MA_91289g0010	AT5G21960
MA_919884g0010	AT4G03550
MA_9318g0010	AT3G42790
MA_9366115g0010	AT4G34470
MA_93903g0010	AT5G48480
MA_9441091g0010	AT2G28990
MA_94925g0020	AT5G48540
MA_9512528g0010	AT1G66150
MA_9587996g0010	AT3G57440
MA_9762424g0010	AT2G28160
MA_9792671g0010	AT2G42760
MA_9899075g0010	AT5G14930
MA_10426759g0020	AT1G73740
MA_10434079g0010	AT3G28490
MA_105305g0010	AT4G36960
MA_106974g0010	AT1G27340
MA_12500g0010	AT2G40830
MA_140987g0010	AT3G50150
MA_146554g0010	AT1G23030
MA_174382g0010	AT5G20920
MA_22844g0010	AT1G21450
MA_40333g0010	AT5G43822
MA_42084g0010	AT4G02500
MA_474681g0010	AT4G37270
MA_6797666g0010	AT1G15660
MA_68257g0010	AT4G01040
MA_76732g0010	AT1G72270
MA_7681186g0010	AT3G62900
MA_920252g0010	AT2G37700
MA_9741061g0010	AT3G06860
MA_10174497g0010	AT4G10160
MA_10254985g0010	AT1G25320
MA_10426563g0010	AT1G14160
MA_10426636g0030	AT3G55950
MA_10427867g0010	AT5G13220
MA_10432240g0010	AT4G33700
MA_10432581g0020	AT1G53050
MA_10434926g0010	AT5G14580
MA_10437104g0030	AT2G14080
MA_105262g0010	AT2G15620
MA_119933g0010	AT1G66940
MA_121280g0010	AT3G03280
MA_122497g0010	AT5G24655
MA_135328g0010	AT1G24020
MA_14308g0010	AT1G63700
MA_14319g0030	AT3G52250
MA_155113g0020	AT5G66055
MA_2008916g0010	AT4G02290
MA_20255g0010	AT1G01490
MA_207601g0010	AT5G02220
MA_22012g0010	AT1G01490
MA_2326g0030	AT1G05460
MA_331396g0010	AT2G40030
MA_36049g0010	AT3G60520
MA_37240g0010	AT1G05870
MA_427369g0010	AT3G57450
MA_429401g0010	AT1G52140
MA_44173g0010	AT1G73480
MA_4692150g0010	AT4G14750
MA_59505g0010	AT1G01760
MA_6207758g0010	AT1G56220
MA_6700463g0010	AT1G04990
MA_718633g0010	AT3G45770
MA_745086g0010	AT3G44400
MA_79500g0010	AT2G24762
MA_8077891g0010	AT4G02780
MA_935116g0010	AT3G06590
MA_9698193g0010	AT1G65850
MA_9964470g0010	AT1G15230
MA_10071332g0010	AT4G23710
MA_10206686g0010	AT2G01050
MA_103310g0010	AT2G42940
MA_10362871g0010	AT2G01050
MA_10386259g0010	AT4G39150
MA_10426108g0010	AT4G20150
MA_10429670g0010	AT4G26110
MA_10429902g0010	AT1G02040
MA_10430082g0010	AT3G25700
MA_10430651g0020	AT4G36380
MA_10431272g0010	AT3G54290
MA_10431909g0010	AT4G12750
MA_10432076g0010	AT5G65550
MA_10432462g0020	AT5G50180
MA_10434175g0010	AT1G74410
MA_10435504g0010	AT1G61190
MA_10436221g0010	AT1G50120
MA_114255g0010	AT4G06634
MA_1164107g0010	AT2G13600
MA_117102g0010	AT3G02910
MA_13114g0010	AT3G52930
MA_138853g0010	AT2G41960
MA_140698g0010	AT4G34110
MA_1443g0010	AT3G55700
MA_153896g0010	AT5G05610
MA_163814g0010	AT1G28690
MA_165050g0010	AT5G01670
MA_17254g0020	AT4G33300
MA_177789g0030	AT5G39340
MA_178462g0010	AT5G54930
MA_182827g0010	AT1G80440
MA_199524g0010	AT3G50920
MA_212334g0010	AT3G02645
MA_218370g0010	AT2G23093
MA_27059g0010	AT5G48540
MA_27181g0010	AT3G54310
MA_27247g0010	AT2G04690
MA_2850048g0010	AT2G29220
MA_295106g0010	AT1G27180
MA_3398g0010	AT5G51440
MA_34259g0010	AT3G45630
MA_3543822g0010	AT5G45760
MA_357506g0010	AT5G20170
MA_376493g0010	AT4G26090
MA_390436g0010	AT2G38025
MA_45290g0010	AT3G48770
MA_474457g0010	AT5G23930
MA_475753g0010	AT1G70780
MA_5644g0020	AT2G22125
MA_566264g0010	AT1G11480
MA_6012756g0010	AT1G01970
MA_608456g0010	AT5G09810
MA_618599g0010	AT4G32300
MA_626270g0010	AT3G55240
MA_640721g0010	AT5G55480
MA_68114g0020	AT1G54115
MA_68149g0010	AT5G15780
MA_7133948g0010	AT4G33240
MA_7328430g0010	AT3G52470
MA_762132g0010	AT1G60390
MA_7732412g0010	AT4G02420
MA_83030g0010	AT2G32730
MA_8309327g0010	AT1G70320
MA_954157g0010	AT1G61300
MA_962416g0010	AT3G11960
MA_117467g0010	AT3G07180
MA_29626g0010	AT1G73875
MA_7430572g0010	AT1G67650
MA_9225368g0010	AT5G20320
MA_9980889g0010	AT1G50730
MA_10426966g0010	AT5G19400
MA_10430092g0010	AT3G44370
MA_10430995g0010	AT3G05670
MA_10433481g0020	AT5G63940
MA_10433982g0020	AT5G43580
MA_117084g0010	AT5G12080
MA_136426g0010	AT3G15630
MA_15073g0010	AT2G35730
MA_153598g0010	AT1G13120
MA_18139g0010	AT1G01490
MA_2116g0010	AT5G11530
MA_247861g0010	AT4G11360
MA_25455g0010	AT5G22220
MA_259247g0010	AT1G69550
MA_280817g0010	AT1G63850
MA_37513g0010	AT4G32620
MA_441865g0010	AT1G05430
MA_4505582g0010	AT1G20450
MA_559163g0010	AT1G14370
MA_59576g0010	AT5G14910
MA_6091g0010	AT1G36380
MA_7794146g0010	AT5G47920
MA_833797g0010	AT2G19170
MA_9196648g0010	AT2G46410
MA_94788g0010	AT2G27370
MA_10327409g0010	AT5G50180
MA_10351402g0010	AT2G37050
MA_103880g0010	AT3G18210
MA_10426107g0010	AT3G04150
MA_10426312g0010	AT3G02645
MA_10426352g0010	AT2G47990
MA_10427770g0010	AT5G24340
MA_10428434g0020	AT3G16290
MA_10428526g0020	AT5G03490
MA_10429462g0010	AT1G62720
MA_10429718g0020	AT3G03610
MA_10434543g0010	AT4G14330
MA_1151418g0010	AT2G44710
MA_118976g0010	AT2G35980
MA_125039g0010	AT5G59610
MA_128872g0030	AT5G19960
MA_144269g0010	AT1G56130
MA_145883g0010	AT1G56130
MA_1582g0010	AT3G18520
MA_161299g0020	AT4G09560
MA_166726g0010	AT1G48720
MA_171914g0010	AT3G13020
MA_176924g0010	AT4G37670
MA_187622g0010	AT5G23590
MA_19647g0010	AT5G46420
MA_19689g0010	AT5G34930
MA_223372g0010	AT5G05280
MA_263649g0010	AT3G49190
MA_271117g0010	AT4G14465
MA_27759g0010	AT4G24210
MA_2893228g0010	AT3G02870
MA_292178g0010	AT1G21690
MA_337347g0010	AT3G14430
MA_346191g0010	AT1G52340
MA_365179g0010	AT1G61105
MA_390137g0010	AT2G43250
MA_49019g0010	AT5G23210
MA_61260g0010	AT4G23800
MA_6159g0010	AT1G09320
MA_7213502g0010	AT2G37290
MA_7318306g0010	AT1G72840
MA_73588g0010	AT3G18790
MA_746513g0010	AT1G71950
MA_7493784g0010	AT2G21730
MA_766568g0010	AT5G54930
MA_7702418g0010	AT2G43250
MA_8251628g0010	AT1G15190
MA_8389288g0010	AT4G25433
MA_894038g0010	AT1G19090
MA_8972685g0010	AT1G56145
MA_922343g0010	AT1G58725
MA_9453512g0010	AT5G26220
MA_10257580g0010	AT2G47230
MA_10431527g0030	AT1G80490
MA_10431678g0020	AT3G02890
MA_127468g0010	AT4G25330
MA_2110g0010	AT5G60410
MA_4231108g0010	AT4G16970
MA_6830g0010	AT5G64920
MA_10233614g0010	AT1G60460
MA_10310271g0010	AT4G31730
MA_10426405g0010	AT2G17180
MA_10430712g0030	AT2G36780
MA_10437242g0020	AT1G63850
MA_1489g0010	AT2G02120
MA_16075g0010	AT2G41250
MA_177993g0010	AT1G48320
MA_178498g0010	AT1G65480
MA_326206g0010	AT3G22490
MA_377749g0010	AT5G66055
MA_41035g0010	AT4G21020
MA_4233271g0010	AT1G34300
MA_57g0010	AT5G11460
MA_69306g0030	AT3G24190
MA_78737g0010	AT5G06740
MA_852310g0010	AT5G44700
MA_8729989g0010	AT1G67790
MA_10044856g0010	AT1G10000
MA_10382642g0010	AT5G39160
MA_10428275g0020	AT2G22300
MA_10429718g0010	AT3G03610
MA_10430369g0020	AT1G60610
MA_10433397g0010	AT4G22920
MA_10436173g0010	AT4G37830
MA_10436949g0010	AT2G37840
MA_10680g0030	AT5G52500
MA_111040g0010	AT1G32340
MA_11151g0010	AT4G23660
MA_1138282g0010	AT4G00355
MA_122699g0010	AT5G13700
MA_137394g0010	AT3G49720
MA_160789g0010	AT5G48480
MA_1793622g0010	AT3G47580
MA_19296g0010	AT1G24260
MA_205092g0010	AT1G43260
MA_247431g0010	AT2G03810
MA_257666g0010	AT1G01490
MA_2818194g0010	AT3G46730
MA_35459g0010	AT1G51940
MA_50507g0010	AT5G66450
MA_52559g0010	AT5G67070
MA_5557189g0010	AT5G14930
MA_7746656g0010	AT2G01950
MA_80376g0010	AT5G42765
MA_8829383g0010	AT1G71440
MA_9011488g0010	AT3G45240
MA_9214342g0010	AT5G57345
MA_9224196g0010	AT2G17250
MA_9497147g0010	AT3G49720
MA_95086g0010	AT1G57560
MA_96776g0010	AT3G18790
MA_9777042g0010	AT3G24255
MA_102394g0010	AT3G16785
MA_10428686g0010	AT5G48340
MA_637846g0010	AT5G05690
MA_8644998g0010	AT2G36830
MA_10197506g0010	AT1G61070
MA_10426191g0010	AT2G35730
MA_10427223g0010	AT1G22770
MA_10435110g0010	AT2G32240
MA_119803g0010	AT4G36610
MA_17807g0010	AT2G17880
MA_1784178g0010	AT4G03290
MA_20491g0010	AT4G34050
MA_28962g0020	AT1G08940
MA_343049g0010	AT2G35730
MA_379605g0010	AT4G19050
MA_43078g0010	AT5G43580
MA_473040g0010	AT5G04080
MA_754688g0010	AT1G67856
MA_817409g0010	AT1G13590
MA_834121g0010	AT2G16250
MA_84491g0010	AT1G63850
MA_8606496g0010	AT1G01490
MA_9362904g0010	AT4G28610
MA_10163294g0010	AT1G51740
MA_10304951g0010	AT3G25510
MA_10431022g0030	AT4G16660
MA_10432159g0010	AT3G58310
MA_10433782g0010	AT3G52970
MA_10434461g0030	AT1G68670
MA_108942g0010	AT4G10500
MA_206599g0010	AT2G21530
MA_216294g0010	AT5G13810
MA_266256g0020	AT5G53390
MA_316698g0010	AT2G45510
MA_33855g0010	AT2G30695
MA_363057g0010	AT1G64850
MA_406363g0010	AT3G21060
MA_496974g0010	AT5G54160
MA_55892g0010	AT5G17980
MA_58442g0010	AT5G20380
MA_62843g0010	AT2G38840
MA_71460g0010	AT1G07510
MA_7899099g0010	AT1G53000
MA_930733g0010	AT5G40710
MA_93170g0010	AT4G02570
MA_9388373g0010	AT4G39960
MA_957362g0010	AT1G27900
MA_9853133g0010	AT3G13020
MA_99337g0010	AT4G33590
MA_100442g0010	AT2G43040
MA_10430559g0010	AT1G43760
MA_115187g0010	AT4G10190
MA_19885g0010	AT5G01980
MA_804456g0010	AT4G33720
MA_9953734g0010	AT3G58130
MA_10023352g0010	AT4G11360
MA_10098872g0010	AT4G17890
MA_10426840g0030	AT1G64790
MA_16231g0010	AT2G35680
MA_165422g0010	AT1G29720
MA_17351g0010	AT1G22160
MA_183668g0010	AT3G15353
MA_19015g0020	AT3G06840
MA_35894g0010	AT4G36850
MA_365720g0010	AT2G33170
MA_39877g0020	AT4G17310
MA_56129g0010	AT5G40510
MA_65864g0010	AT3G13980
MA_797592g0010	AT5G22820
MA_8202751g0010	AT1G64850
MA_10429339g0030	AT2G25540
MA_10433801g0020	AT4G24690
MA_107639g0010	AT4G36290
MA_13954g0010	AT4G05050
MA_161907g0010	AT5G58860
MA_178662g0010	AT1G61560
MA_20825g0010	AT3G61700
MA_230098g0010	AT5G18360
MA_31046g0010	AT3G03280
MA_312117g0010	AT2G23360
MA_5463174g0010	AT3G15010
MA_709945g0010	AT1G77520
MA_7453462g0010	AT5G66050
MA_8065609g0010	AT1G59520
MA_87238g0020	AT1G63750
MA_9557209g0010	AT3G56680
MA_96812g0010	AT5G01830
MA_982717g0010	AT5G38260
MA_10428254g0010	AT4G02020
MA_10431843g0020	AT4G31180
MA_32518g0010	AT4G10320
MA_885646g0010	AT4G29490
MA_10265000g0010	AT1G24020
MA_10434829g0020	AT2G35730
MA_111821g0010	AT1G65870
MA_115173g0010	AT3G57450
MA_121134g0010	AT2G39705
MA_228498g0010	AT3G60520
MA_230105g0010	AT1G61720
MA_33448g0010	AT5G15680
MA_687839g0010	AT3G51880
MA_7222153g0010	AT2G41250
MA_8539024g0010	AT1G28340
MA_86784g0010	AT3G50700
MA_9216783g0010	AT3G07270
MA_9991974g0010	AT1G26110
MA_10122402g0010	AT5G47010
MA_10320000g0010	AT3G04200
MA_10428085g0030	AT1G31810
MA_10437095g0020	AT2G20920
MA_1062553g0010	AT3G25510
MA_115135g0010	AT1G72370
MA_124662g0010	AT4G30410
MA_143947g0010	AT5G57290
MA_162331g0010	AT5G25910
MA_191174g0010	AT4G39690
MA_22028g0010	AT4G29940
MA_24711g0010	AT4G26455
MA_27119g0010	AT5G12020
MA_297324g0010	AT2G30990
MA_320780g0010	AT5G19820
MA_364285g0010	AT2G19950
MA_5464g0010	AT1G24540
MA_578678g0010	AT2G47410
MA_8100072g0010	AT2G18240
MA_8929472g0010	AT3G59080
MA_9538752g0010	AT3G63320
MA_9880626g0010	AT2G39210
MA_114955g0030	AT3G18100
MA_178336g0010	AT2G15300
MA_20154g0010	AT2G42600
MA_2326g0010	AT5G27110
MA_8788455g0010	AT1G18270
MA_93185g0010	AT3G46200
MA_944436g0010	AT1G26110
MA_10296065g0010	AT1G67000
MA_10428038g0010	AT5G53200
MA_140700g0010	AT5G45290
MA_183787g0010	AT2G35730
MA_43035g0020	AT1G01490
MA_76307g0020	AT3G22600
MA_8284750g0010	AT3G54690
MA_945449g0010	AT5G15780
MA_10058784g0010	AT1G26760
MA_10385375g0010	AT4G02780
MA_10427391g0030	AT4G30190
MA_10433399g0010	AT1G22660
MA_10436290g0010	AT3G06480
MA_122594g0010	AT2G44340
MA_138047g0010	AT2G21530
MA_179934g0020	AT2G23093
MA_224816g0010	AT3G03280
MA_24275g0010	AT3G58780
MA_380494g0010	AT1G51980
MA_40999g0010	AT2G40935
MA_49114g0020	AT2G04660
MA_678290g0010	AT2G29590
MA_8330894g0010	AT2G14680
MA_8734944g0010	AT1G22800
MA_884589g0010	AT2G38820
MA_9263608g0010	AT3G06530
MA_9332662g0010	AT5G04330
MA_9999544g0020	AT3G12012
MA_10163994g0020	AT2G22125
MA_144881g0010	AT5G24970
MA_180858g0010	AT1G06590
MA_5345g0010	AT1G65180
MA_10052734g0010	AT4G30820
MA_103013g0010	AT1G61000
MA_10427210g0030	AT5G20970
MA_10427850g0010	AT1G74150
MA_10429308g0010	AT5G64930
MA_10429799g0010	AT3G07400
MA_10432800g0010	AT4G27950
MA_10434178g0010	AT2G28600
MA_13833g0010	AT5G63460
MA_14164g0010	AT1G71710
MA_145121g0010	AT1G13590
MA_193829g0010	AT3G61920
MA_26948g0010	AT5G66820
MA_29054g0010	AT3G06590
MA_3370g0010	AT2G32190
MA_473874g0010	AT1G54790
MA_483708g0010	AT3G17860
MA_504068g0010	AT3G49050
MA_50508g0010	AT2G32230
MA_51458g0020	AT1G52720
MA_54200g0010	AT1G79740
MA_6445g0010	AT2G35730
MA_6939493g0010	AT4G27220
MA_8008760g0010	AT4G25400
MA_845882g0010	AT4G18375
MA_8495g0010	AT4G34760
MA_8525995g0010	AT1G24020
MA_8538472g0010	AT2G24762
MA_8581276g0010	AT3G44670
MA_8581277g0010	AT3G44400
MA_8819148g0010	AT1G24020
MA_89682g0020	AT2G38150
MA_90341g0010	AT1G16630
MA_907940g0010	AT3G19660
MA_9301766g0010	AT3G26040
MA_100123g0030	AT4G33500
MA_10036422g0010	AT2G23910
MA_100769g0010	AT3G07170
MA_10166253g0010	AT3G53930
MA_102308g0010	AT5G07990
MA_10263036g0010	AT1G67790
MA_10301938g0010	AT2G41630
MA_10308567g0030	AT2G48110
MA_10325415g0010	AT2G44710
MA_1037276g0010	AT5G48480
MA_10426347g0010	AT5G62290
MA_10431051g0010	AT2G46410
MA_10433008g0010	AT2G43360
MA_10434517g0010	AT1G15890
MA_10434575g0010	AT4G22140
MA_10434881g0010	AT3G54460
MA_10435269g0010	AT5G41040
MA_10435845g0020	AT4G12610
MA_114131g0010	AT4G27670
MA_130479g0010	AT2G04235
MA_143790g0010	AT2G15080
MA_152834g0020	AT1G65870
MA_1545436g0010	AT1G15380
MA_164786g0010	AT2G15050
MA_173498g0010	AT5G07150
MA_180636g0010	AT4G10490
MA_1840174g0010	AT5G12010
MA_185834g0010	AT2G32560
MA_18947g0020	AT3G02645
MA_193211g0010	AT4G37270
MA_198728g0010	AT4G11170
MA_204057g0010	AT4G30500
MA_2122728g0010	AT1G33920
MA_2384g0010	AT3G10815
MA_2407064g0010	AT1G27620
MA_24146g0010	AT3G45750
MA_247805g0010	AT2G44180
MA_2515983g0010	AT4G36220
MA_2776068g0010	AT5G53990
MA_302081g0010	AT1G51940
MA_302625g0010	AT5G47470
MA_31441g0010	AT3G52730
MA_32179g0010	AT1G79740
MA_3701288g0010	AT1G36730
MA_41249g0010	AT3G18790
MA_4141168g0010	AT5G45275
MA_4331773g0010	AT5G20480
MA_4507g0010	AT5G13100
MA_457761g0010	AT4G35100
MA_46357g0010	AT3G21350
MA_465568g0010	AT1G01490
MA_48451g0020	AT5G48930
MA_485723g0010	AT1G72910
MA_49980g0020	AT4G31910
MA_523012g0010	AT1G78270
MA_5321644g0010	AT3G04220
MA_5375192g0010	AT4G32840
MA_54318g0010	AT3G13020
MA_638532g0010	AT1G61300
MA_6613316g0010	AT3G54230
MA_7026440g0010	AT1G61720
MA_7079907g0010	AT5G35740
MA_708473g0010	AT5G64950
MA_71496g0010	AT2G27470
MA_71532g0020	AT2G28380
MA_74636g0010	AT5G12340
MA_7572462g0010	AT2G27920
MA_790114g0010	AT1G27170
MA_845346g0010	AT5G13090
MA_858g0010	AT1G02970
MA_8767494g0010	AT3G19910
MA_892977g0010	AT5G54160
MA_8965175g0010	AT5G48380
MA_908410g0010	AT3G33530
MA_917062g0010	AT4G03090
MA_9228991g0010	AT4G26270
MA_925424g0010	AT3G02645
MA_93258g0010	AT1G80730
MA_93859g0010	AT5G09225
MA_940741g0020	AT1G48480
MA_9432251g0010	AT4G00830
MA_9504233g0010	AT1G15780
MA_952149g0010	AT1G69550
MA_9526639g0010	AT2G42980
MA_9554293g0010	AT1G06460
MA_9572741g0010	AT5G44800
MA_96923g0010	AT5G44060
MA_9710542g0010	AT5G40380
MA_97299g0010	AT5G54000
MA_9773576g0010	AT5G59610
MA_99324g0010	AT2G38025
MA_9949226g0010	AT4G31230
MA_9955898g0010	AT4G24750
MA_9988815g0010	AT4G30420
MA_10286002g0010	AT1G14370
MA_10431549g0010	AT1G55930
MA_209330g0010	AT2G20610
MA_223569g0010	AT2G37110
MA_30577g0010	AT4G38120
MA_5761777g0010	AT1G11060
MA_73793g0010	AT3G56580
MA_10207823g0010	AT1G05410
MA_102699g0010	AT4G02830
MA_10312144g0010	AT1G48800
MA_10426549g0010	AT4G16950
MA_10427040g0020	AT5G20970
MA_10427911g0010	AT2G31130
MA_10428525g0030	AT5G48540
MA_10429177g0030	AT4G08455
MA_10430554g0020	AT3G17860
MA_10430727g0010	AT1G19090
MA_10432844g0010	AT3G03280
MA_10433014g0010	AT4G21670
MA_10435491g0010	AT3G26850
MA_10435583g0010	AT1G45332
MA_115844g0010	AT3G22600
MA_125058g0020	AT5G46330
MA_136773g0010	AT4G30410
MA_141852g0010	AT3G20200
MA_142134g0010	AT3G56230
MA_149222g0010	AT3G56230
MA_155662g0010	AT1G76390
MA_157178g0010	AT5G44060
MA_158372g0010	AT1G67910
MA_167343g0020	AT1G11310
MA_17498g0010	AT3G17950
MA_19707g0010	AT3G19420
MA_19801g0020	AT5G01880
MA_208904g0010	AT3G06590
MA_235931g0010	AT5G47920
MA_25264g0010	AT2G01050
MA_2888g0010	AT2G44340
MA_30401g0010	AT3G60580
MA_31828g0010	AT5G21150
MA_318922g0010	AT4G01680
MA_32668g0010	AT2G01610
MA_346402g0010	AT4G13750
MA_358712g0010	AT4G38770
MA_3615g0020	AT1G36990
MA_416247g0010	AT4G17940
MA_418913g0010	AT1G01490
MA_420602g0010	AT4G40042
MA_44552g0010	AT3G45880
MA_462422g0010	AT3G61460
MA_464684g0010	AT2G41342
MA_474985g0010	AT1G20450
MA_496283g0010	AT5G66580
MA_5185g0010	AT1G09520
MA_550468g0010	AT3G09730
MA_56062g0020	AT3G09925
MA_56128g0010	AT3G09730
MA_62008g0010	AT2G17710
MA_63056g0010	AT4G34050
MA_631234g0010	AT1G19020
MA_7017534g0010	AT1G06330
MA_788323g0010	AT2G04240
MA_791871g0010	AT2G35730
MA_79311g0010	AT1G24020
MA_82585g0010	AT4G32570
MA_8336373g0010	AT2G42920
MA_8368223g0010	AT5G52740
MA_8394691g0010	AT3G02645
MA_856560g0010	AT5G25940
MA_85760g0010	AT5G57780
MA_90285g0010	AT3G19660
MA_9052584g0010	AT1G66940
MA_91090g0010	AT2G24762
MA_9163727g0010	AT5G25460
MA_958475g0010	AT2G04240
MA_9591879g0010	AT5G06490
MA_9740538g0010	AT5G23340
MA_10056699g0010	AT1G72860
MA_10109458g0010	AT5G14100
MA_10199442g0010	AT2G31660
MA_10285592g0020	AT5G33406
MA_102861g0010	AT5G67190
MA_103143g0020	AT1G60500
MA_10329242g0010	AT1G69430
MA_10342550g0010	AT3G21000
MA_10383431g0010	AT4G14750
MA_10389221g0010	AT2G20515
MA_10412955g0010	AT1G18260
MA_10427614g0010	AT5G08540
MA_10429239g0010	AT3G02645
MA_10430447g0010	AT4G11740
MA_10431029g0010	AT5G03490
MA_10431032g0010	AT3G55080
MA_10432228g0010	AT4G08310
MA_10432970g0010	AT3G47300
MA_10433389g0010	AT1G53420
MA_10433944g0010	AT5G62550
MA_1092053g0010	AT3G52430
MA_1111132g0010	AT5G41010
MA_112354g0010	AT4G38495
MA_1133333g0010	AT1G49520
MA_115738g0010	AT1G47570
MA_119398g0010	AT1G10000
MA_12212g0010	AT1G60620
MA_136885g0010	AT1G79740
MA_140786g0020	AT4G00955
MA_153g0010	AT1G17420
MA_157682g0010	AT1G34430
MA_16166g0010	AT3G52500
MA_164244g0010	AT5G21960
MA_167198g0010	AT4G39480
MA_169394g0010	AT4G18400
MA_17331g0010	AT5G38060
MA_175155g0010	AT1G15950
MA_17927g0010	AT2G33620
MA_180988g0010	AT3G30390
MA_185926g0010	AT5G24620
MA_187296g0010	AT4G02780
MA_19915g0010	AT4G25370
MA_20056g0010	AT5G47580
MA_20476g0010	AT3G02645
MA_214717g0010	AT1G49230
MA_243g0010	AT1G78270
MA_25328g0010	AT2G22250
MA_28617g0010	AT5G45800
MA_29057g0010	AT4G26965
MA_309879g0010	AT1G16330
MA_314214g0020	AT3G21800
MA_31864g0010	AT2G01660
MA_32499g0010	AT5G19440
MA_327965g0010	AT3G58310
MA_349483g0010	AT5G51980
MA_35290g0010	AT5G33406
